CodigoExterno,Nombre,CodigoEstado,FechaCierre,Estado,Descripcion
1057417-171-LE25,CONVENIO MANTENCIÓN PREVENTIVA Y CORRECTIVA MÁQUINAS DE DIÁLISIS,15,2025-08-14T16:43:52.553,Revocada,"El objeto de la presente licitación es contar con el servicio de Mantenimiento Preventivo y Correctivo de los Equipos Médicos “Maquina de Diálisis”, por un periodo de 24 meses, para el funcionamiento diario de los centros de costos del Complejo Asistencial Dr. Víctor Ríos Ruiz, Los Ángeles."
1057417-185-LE25,Convenio Suministro Insumos Varios Hemodinamia en Consignación ccb,6,2025-08-14T17:00:00,Cerrada,"El Complejo Asistencial requiere mantener en vigencia “Convenio Suministro Insumos Varios Hemodinamia en Consignación”, lo que permita garantizar la atención de los pacientes atendidos en el Centro de Costo Hemodinamia El objetivo de la presente licitación es permitir al Complejo Asistencial contar con un “Convenio Suministro Insumos Varios Hemodinamia en Consignación” para el Centro de Costo Hemodinamia, por un período de 6 meses, que permita la realización de Cirugías Cardiovascular detallados en la presente licitación."
1057417-194-LQ25,CONVENIO DE MANTENCIÓN AREAS VERDES,6,2025-08-14T17:00:00,Cerrada,"Contratar la mantención integral de las áreas verdes del Complejo Asistencial Dr. Víctor Ríos Ruiz por 36 meses, asegurando su conservación, reposición y paisajismo, conforme a estándares de calidad y continuidad del entorno natural del recinto."
1057420-35-LE25,ADQUISICION DE CANASTAS PRESTACIONES OTORRINOLARINGOLOGIA Y  PRESTACIONES PODOLOGIA CLINICA  PARA PACIENTES USUARIOS DEL HOSPITAL DE LA FAMILIA Y LA COMUNIDAD  DE HUÉPIL,6,2025-08-14T15:00:00,Cerrada,"Las presentes Bases de Licitación, tienen por objeto establecer las disposiciones que regirán la Propuesta Pública. ADQUISICION DE CANASTAS PRESTACIONES OTORRINOLARINGOLOGIA Y PRESTACIONES PODOLOGIA CLINICA , PARA PACIENTES USUARIOS DEL HOSPITAL DE LA FAMILIA Y LA COMUNIDAD DE HUÉPIL,"
1057422-23-LE25,CONVENIO SUMINISTRO DE CINTAS DE HEMOGLUCOTEST,6,2025-08-14T12:00:00,Cerrada,"Mediante la presente, se pretende establecer las disposiciones que regirán la adquisición de tiras de glicemia, con entrega de equipos de medición en comodato para el Hospital de Yumbel, por un periodo de 24 meses."
1057428-35-LE25,MEDICO EXTENSION HORARIA PRAPS,5,2025-08-21T10:48:00,Publicada,DAR CUMPLIMIENTO A PORGRAMA APOYO A LA GESTION MEDICO EXTENSION HORARIA PRAPS
1057428-3-LP25,CONVENIO DE SUMINISTRO ARTICULOS DE FERRETERIA POR 24 MESES,5,2025-09-03T15:01:00,Publicada,CONVENIO DE SUMINISTRO ARTICULOS DE FERRETERIA POR 24 MESES
1057429-40-LE25,CONVENIO SUMINISTRO EPP,6,2025-08-14T17:44:00,Cerrada,"Establecer lineamientos para el uso, mantención y almacenamiento de los EPP, con el fin de proteger la salud y seguridad de los trabajadores en cumplimiento con lo estipulado en el DS 594, ley 16.744 de accidente de Trabajo Y enfermedades profesionales."
1057430-57-LE25,Convenio de Suministros Válvula de Glaucoma,5,2025-08-25T15:00:00,Publicada,"Se requiere contar con un “Convenio de Suministros Válvula de Glaucoma” para unidad de Imagenología del Hospital de Lota, de acuerdo a requerimientos especificados en las Bases Administrativas y Técnicas de la presente Licitación, cuya finalidad obedece a obtener la mejor calidad y oportunidad en la prestación de los servicios a un valor más conveniente."
1057430-58-LP25,Convenio de Suministro de Reactivos,5,2025-09-04T12:00:00,Publicada,"Se requiere contar con un “Convenio de Suministro de Reactivos” para unidad de Imagenología del Hospital de Lota, de acuerdo a requerimientos especificados en las Bases Administrativas y Técnicas de la presente Licitación, cuya finalidad obedece a obtener la mejor calidad y oportunidad en la prestación de los servicios a un valor más conveniente."
1057432-21-LR25,SERVICIO DE ASEO INTEGRAL PARA HOSPITAL DE FLORIDA,8,2025-06-18T15:00:00,Adjudicada,"SE REQUIERE CONTRATAR UN SERVICIO DE ASEO INTEGRAL POR 24 MESES PARA LAS DEPENDENCIAS DEL HOSPITAL DE FLORIDA POR 24 MESES, SEGUN ESPECIFICACIONES TECNICAS."
1057432-44-LR25,SERVICIO DE MESA DE AYUDA Y CONSULTORÍA PARA SSC,6,2025-08-14T18:00:00,Cerrada,"Se requiere contratar dos servicios relacionados entre sí, Servicios de Mesa de Ayuda y Servicio de Consultoría Adopción Usuaria por una vigencia de 12 meses, segun especificaciones tecnicas."
1057448-42-LE25,LP ADQUISICION DE SUMINISTROS PIE DIABETICO FR821,5,2025-08-25T15:00:00,Publicada,"Que, el Programa FOFAR 2025, contempla la implementación y cuidadados de pacientes con trastornos derivados del pie diabético, como parte de las estrategias integrales para asegurar el cuidado terapéutico, considerando que la oportuna entrega de estos bienes mejora calidada de vida del paciente y contribuye al éxito terapéutico, resultando una acción prioritaria en el marco de la política pública de salud vigente para el año 2025."
1057448-49-LQ25,SERV. TRANSPORTE ASISTIDO PACIENTES HEMODIALISIS,5,2025-08-25T15:00:00,Publicada,"El Servicio de Salud de Tarapacá requiere contratar un Servicio de Transporte para Pacientes con Enfermedad Renal Crónica en Tratamiento de Hemodiálisis, con el propósito de garantizar un traslado seguro, eficiente y oportuno de los usuarios desde sus domicilios hasta los Centros de Diálisis y viceversa."
1057489-237-LQ25,Servicio de mantenimiento preventivo y correctivo para Cánulas Nasales de Alto Flujo Ventiladores Mecánicos Bases Calefactoras monitores biparámetros y desfibriladores pertenecientes a diversos servicios del Hospital del Salvador,15,2025-08-14T16:00:12.003,Revocada,"Que, el Hospital del Salvador, en adelante e indistintamente, “HDS” o “la Entidad”, necesita contratar el “Servicio de mantenimiento preventivo y correctivo para Cánulas Nasales de Alto Flujo, Ventiladores Mecánicos, Bases Calefactoras, monitores biparámetros y desfibriladores, pertenecientes a diversos servicios del Hospital del Salvador”, que contempla trabajos de mantención preventiva y correctiva, de todos las Cánulas Nasales de Alto Flujo, Ventiladores Mecánicos, Bases Calefactoras, monitores biparámetros y desfibriladores y sus componentes utilizados para el correcto funcionamiento de estos, incluidos los elementos de control, todo de acuerdo a las Especificaciones Técnicas que integran las presentes Bases. Que, conforme definición del numeral 10 del Artículo 4º del Reglamento de la Ley Nº19.886, Contrato de Servicios es aquel mediante el cual las entidades de la Administración del Estado encomiendan a una persona natural o jurídica la ejecución de tareas; Que, asimismo, el “Servicio de mantenimiento preventivo y correctivo para Cánulas Nasales de Alto Flujo, Ventiladores Mecánicos, Bases Calefactoras, monitores biparámetros y desfibriladores, pertenecientes a diversos servicios del Hospital del Salvador”, clasifican como Servicio Habitual, por corresponder a aquellos que se requieren en forma permanente y que utilizan personal de manera intensiva y directa para la prestación de lo requerido por la entidad licitante, como se verifica en el caso específico de la presente licitación; Que, la estimación presupuestaria de esta compra de servicio ha sido establecida en el tramo de aquellas contrataciones iguales o superiores a 1.000 UTM e inferiores a 5.000 UTM; Que hechas las consultas respectivas, el “Servicio de mantenimiento preventivo y correctivo para Cánulas Nasales de Alto Flujo, Ventiladores Mecánicos, Bases Calefactoras, monitores biparámetros y desfibriladores, pertenecientes a diversos servicios del Hospital del Salvador”, no están disponibles en la modalidad Convenio Marco en el catálogo de bienes y servicios ofrecidos en el Sistema de Información del portal de Compras www.mercadopublico.cl Que, estas compras están vinculadas a los proyectos 1057489-108-PC25/MANTENIMIENTO PREVENTIVO EQUIPOS MEDICOS, correspondiente al plan anual de compras 2025;"
1057489-321-LQ25,CONVENIO DE SUMINISTRO DE KIT CIRUGIA DE MANGA GÁSTRICA POR 36 MESES PARA HOSPITAL DEL SALVADOR.,6,2025-08-14T16:00:00,Cerrada,"Que, el Hospital del Salvador necesita contar con un Convenio de Suministro de Kit Cirugía de Manga Gástrica por 36 meses para Hospital del Salvador con la finalidad de satisfacer de manera adecuada y eficiente la labor asistencial; Que, por la cuantía determinada, la presente licitación se ubica en el tramo para contrataciones iguales o superiores a 1.000 UTM e inferiores a 5.000 UTM, de conformidad al Artículo 36º del Reglamento de la Ley Nº19.886; Que, hechas las consultas respectivas, la provisión de Convenio de Suministro de Kit Cirugía de Manga Gástrica por 36 meses para Hospital del Salvador no se encuentra disponible por Convenio Marco ofrecidos en el Sistema de Información de la Dirección de Compras, www.mercadopublico.cl; Que, esta compra está vinculada al proyecto 1057489-127-PC25// PABELLON VARIOS, correspondiente al plan anual de compras del año 2025;"
1057489-340-LQ25,Convenio de Suministro de Drenajes para Pabellón por 36 meses para Hospital del Salvador ,6,2025-08-14T17:01:00,Cerrada,"Que, el Hospital del Salvador necesita contar con un Convenio de Suministro de Drenajes para Pabellón por 36 meses para Hospital del Salvador con la finalidad de satisfacer de manera adecuada y eficiente la labor asistencial; Que, por la cuantía determinada, la presente licitación se ubica en el tramo para contrataciones iguales o superiores a 1.000 UTM e inferiores a 5.000 UTM, de conformidad al Artículo 19º bis del Reglamento de la Ley Nº19.886; en conformidad al Artículo 19º bis del Reglamento de la Ley Nº19.886; Que, hechas las consultas respectivas, la provisión de Convenio de Suministro de Drenajes para Pabellón por 36 meses para Hospital del Salvador no se encuentra disponible por Convenio Marco ofrecidos en el Sistema de Información de la Dirección de Compras, www.mercadopublico.cl; Que, esta compra está vinculada al proyecto 1057489-95-PC25// INSUMOS CLINICOS, correspondiente al plan anual de compras del año 2025;"
1057489-356-LQ25,Convenio de Suministro de Torqueador Vascular Catéter Guía Renal Doble y Guía Altamente Hidrofílica por 36 meses para Hospital del Salvador ,5,2025-09-03T15:00:00,Publicada,"Que, el Hospital del Salvador necesita contar con un Convenio de Suministro de Torqueador Vascular, Catéter Guía Renal Doble y Guía Altamente Hidrofílica por 36 meses para Hospital del Salvador con la finalidad de satisfacer de manera adecuada y eficiente la labor asistencial; Que, por la cuantía determinada, la presente licitación se ubica en el tramo para contrataciones iguales o superiores a 1.000 UTM e inferiores a 5.000 UTM, de conformidad al Artículo 36º del Reglamento de la Ley Nº19.886; Que, hechas las consultas respectivas, la provisión de Convenio de Suministro de Torqueador Vascular, Catéter Guía Renal Doble y Guía Altamente Hidrofílica por 36 meses para Hospital del Salvador no se encuentra disponible por Convenio Marco ofrecidos en el Sistema de Información de la Dirección de Compras, www.mercadopublico.cl; Que, esta compra está vinculada al proyecto 1057489-38-PC25//VASCULAR, correspondiente al plan anual de compras del año 2025;"
1057489-357-LQ25,Servicio de Almacenamiento Custodia y destrucción segura de Documentos y Fichas Clínicas del HdS,5,2025-09-03T16:00:00,Publicada,"Que, el Reglamento orgánico de los establecimientos de menor complejidad y de los Establecimientos de Autogestión en Red, en su artículo 23, referido a las funciones y atribuciones del Director, en su letra g) faculta al Director para celebrar contratos de compras de servicios de cualquier naturaleza, con personas naturales y jurídicas, para el desempeño de todo tipo de tareas o funciones, generales o específicas, aun cuando sean propias o habituales del establecimiento. Que actualmente el Hospital del Salvador, cuenta con un convenio para almacenar un tope de 10.000 cajas 1.2 p3 aprox. con fichas clínicas y otros documentos administrativos que requieren ser custodiados por normativa. Actualmente en lo efectivo se encuentran almacenadas y custodiadas en forma externa 17.467 cajas que contienen 953.036 documentos de las unidades que por normativa deben custodiar documentación de gestión clínica o administrativa por períodos determinados de tiempo según consta en la normativa vigente para cada unidad; Estos documentos están disponibles a través de un sistema en línea de control de inventario, consulta, pedidos y despacho de los activos documentales, así como también considera de un servicio de destrucción segura para los documentos que ya han cumplido su ciclo de vida documental. Este servicio actualmente es provisto por una empresa externa, a través de contratación directa surgida a raíz de la entrega inminente de las dependencias en la cual funcionan por traslado a nuevas dependencias del Hospital Salvador Geriátrico. Que, el Artículo 28º del D.F.L. Nº1 / 19653 que fija el texto refundido, coordinado y sistematizado de la Ley Nº18.575 Orgánica Constitucional de Bases Generales de la Administración del Estado, dispone: ""Los servicios públicos son órganos administrativos encargados de satisfacer necesidades colectivas, de manera regular y continua""; Que, en razón de lo anterior, el Hospital del Salvador requiere la contratación del Servicio de almacenamiento y custodia de documentos y fichas clínicas del HdS por un total de 50.820 cajas de dimensión 1.2 P3, con su respectivo proceso de clasificación, encajado y Digitación de BDD del contenido de las cajas mencionadas precedentemente y, dar continuidad al movimiento diario y periódico de consulta, traslado y disposición de los activos documentales. Que, por la cuantía determinada, la presente licitación se ubica en el tramo para contrataciones iguales o superiores a 1.000 UTM e inferiores a 5.000 UTM, en conformidad al Artículo 36º del Reglamento de la Ley Nº19.886; Que, la adquisición del Servicio de Horas de Anestesiología se encuentra vinculado al proyecto bajo ID: 1057489-63-PC25, correspondiente al Plan Anual de Compras año 2025.- Que, hechas las consultas respectivas, la provisión del Servicio de almacenaje y custodia de documentos y Archivos no se encuentran disponible por Convenios Marcos ofrecidos en el Sistema de Información de la Dirección de Compras, www.mercadopublico.cl;"
